employee_id,department,years_of_service,performance_score,basic_salary,hra,other_allowances,overtime_hours,bonuses,tax_deductions,other_deductions,net_salary,is_anomaly,anomaly_type,isolation_forest_pred,isolation_forest_score,oneclass_svm_pred,oneclass_svm_score,local_outlier_factor_pred,local_outlier_factor_score,ensemble_anomaly,ensemble_score,top_anomaly_feature
EMP00874,Sales,24,49.2,46549.23,17049.61,7835.87,4.6,0.0,7379.1,3618.58,62444.47,0,Normal,0,0.039656,0,0.174779,0,0.024957,0,0.079797,net_salary
EMP01420,Management,22,89.5,111655.17,41912.38,20692.15,5.4,0.0,28251.25,3723.9,147937.09,0,Normal,0,0.361664,0,0.336583,1,0.128113,0,0.275453,net_salary
EMP00195,Sales,9,95.2,36811.41,13299.69,8832.17,2.2,0.0,9239.51,2455.91,48007.09,0,Normal,0,0.062339,0,0.242305,0,0.022657,0,0.1091,net_salary
EMP00281,Operations,19,73.5,40303.05,16018.57,7951.89,18.3,6745.09,7813.01,1206.56,68913.52,0,Normal,0,0.077624,0,0.063981,0,0.021922,0,0.054509,net_salary
EMP00696,Finance,19,49.0,42623.18,14579.84,10640.91,5.9,0.0,6424.99,1589.55,62186.98,0,Normal,0,0.039043,0,0.115698,0,0.011491,0,0.05541,net_salary
EMP00360,Finance,27,68.3,70395.02,34192.7,7645.52,0.8,0.0,13003.17,5319.85,94438.18,0,Normal,0,0.158541,0,0.199201,1,0.140529,0,0.16609,net_salary
EMP00520,Engineering,19,71.6,49820.56,24255.68,8801.5,21.5,0.0,9779.13,1247.36,81893.21,0,Normal,0,0.056564,0,0.061047,0,0.043828,0,0.053813,net_salary
EMP01550,Finance,21,68.6,50646.85,20258.74,7597.03,324.0,5064.69,10129.37,2532.34,224745.41,1,impossible_overtime,1,0.76534,0,0.281206,0,0.020233,0,0.355593,net_salary
EMP01344,Operations,16,75.1,30102.11,12936.36,3241.5,14.7,0.0,4410.53,2040.77,43977.12,0,Normal,0,0.102456,0,0.096185,0,0.023296,0,0.073979,net_salary
EMP00848,Management,27,42.9,65292.4,22640.02,15791.44,5.7,0.0,11868.12,4935.46,90409.34,0,Normal,0,0.155707,0,0.292548,1,0.130046,0,0.192767,net_salary
EMP00183,Management,6,95.9,87864.89,31673.88,13194.35,1.2,0.0,15926.79,5146.76,112648.05,0,Normal,0,0.211224,0,0.242089,0,0.076919,0,0.176744,net_salary
EMP01146,Operations,5,74.6,59879.35,23612.22,13333.53,43.2,0.0,9929.63,4595.4,106551.21,0,Normal,0,0.241722,0,0.211343,1,0.159953,0,0.204339,net_salary
EMP01156,Operations,18,50.6,38372.69,15940.92,8748.69,5.6,0.0,8264.88,1327.78,55484.21,0,Normal,0,0.020715,0,0.136705,0,0.009058,0,0.055493,net_salary
EMP00111,Sales,12,73.5,51821.79,25505.86,6141.79,5.8,0.0,14899.03,1697.55,69690.67,0,Normal,0,0.062177,0,0.182332,0,0.022255,0,0.088921,net_salary
EMP01030,Operations,16,95.3,39708.43,18600.74,5435.0,0.5,6425.83,6320.1,1214.95,62821.08,0,Normal,0,0.105337,0,0.165711,0,0.010181,0,0.093743,net_salary
EMP01034,Engineering,12,63.6,38641.91,12573.65,6953.93,2.3,0.0,4804.1,789.65,53408.96,0,Normal,0,0.048722,0,0.056483,0,0.01409,0,0.039765,net_salary
EMP00043,Engineering,14,93.3,56467.57,19667.61,11927.92,5.7,0.0,15157.77,4419.4,71503.42,0,Normal,0,0.085832,0,0.208999,0,0.049717,0,0.114849,net_salary
EMP00747,Sales,1,49.5,27862.11,8745.33,6218.52,4.2,0.0,3936.99,709.79,39276.25,0,Normal,0,0.157006,0,0.295982,0,0.030967,0,0.161318,net_salary
EMP00126,Sales,8,60.1,30018.9,12649.05,5584.55,2.8,1696.36,6692.07,973.37,43071.42,0,Normal,0,0.071461,0,0.162733,0,0.01077,0,0.081654,net_salary
EMP00205,Finance,10,65.4,63162.29,22913.7,11553.79,6.6,0.0,9697.52,4929.13,86911.3,0,Normal,0,0.067066,0,0.069571,0,0.037875,0,0.058171,net_salary
EMP01027,Operations,24,44.3,23608.34,10130.68,4104.43,13.3,0.0,2946.03,799.58,37041.51,0,Normal,0,0.170376,0,0.277243,0,0.056842,0,0.168154,net_salary
EMP00053,Management,16,73.1,67068.67,23232.83,14350.92,11.5,8661.49,14878.82,4484.11,101181.82,0,Normal,0,0.100105,0,0.04699,0,0.068868,0,0.071988,net_salary
EMP01492,Sales,7,58.7,55673.56,27147.14,9393.84,2.1,3906.32,14181.58,4039.29,78996.06,0,Normal,0,0.083436,0,0.155829,0,0.034199,0,0.091155,net_salary
EMP00546,Sales,11,99.6,39828.68,14115.27,5616.69,30.5,0.0,7302.26,3108.98,60537.91,0,Normal,0,0.138542,0,0.265468,0,0.101918,0,0.168643,net_salary
EMP00069,Engineering,29,64.3,66566.55,29387.76,11539.79,11.9,6298.79,12422.39,2338.21,106458.62,0,Normal,0,0.151513,0,0.175513,0,0.07421,0,0.133746,net_salary
EMP01183,Finance,1,40.6,55412.21,24036.45,12312.25,14.2,0.0,14500.93,3965.39,80671.34,0,Normal,0,0.181205,0,0.38425,0,0.083664,0,0.216373,net_salary
EMP00508,Operations,6,66.0,30961.8,14411.49,6726.98,3.3,0.0,5777.93,759.22,46521.0,0,Normal,0,0.053963,0,0.1373,0,0.014724,0,0.068663,net_salary
EMP01302,Management,17,74.4,93368.28,43674.95,23153.97,9.4,8103.76,23402.08,3463.45,149663.51,0,Normal,0,0.320915,0,0.240229,0,0.114483,0,0.225209,net_salary
EMP00330,Engineering,5,46.0,70151.01,21467.67,15412.16,10.8,9316.25,10735.64,3991.9,108722.34,0,Normal,0,0.162487,0,0.224439,0,0.048386,0,0.145104,net_salary
EMP00942,Finance,15,73.9,40077.43,17073.73,9907.44,2.8,0.0,4422.51,3031.29,60656.83,0,Normal,0,0.051663,0,0.046876,0,0.030223,0,0.04292,net_salary
EMP00184,Operations,27,81.2,44525.17,18374.72,7920.89,4.7,8600.8,5938.22,3191.02,72254.23,0,Normal,0,0.132787,0,0.176208,0,0.029429,0,0.112808,net_salary
EMP00138,Operations,11,88.6,32677.8,9999.58,4934.37,0.1,0.0,5325.08,1937.61,40379.7,0,Normal,0,0.070635,0,0.156271,0,0.008163,0,0.078356,net_salary
EMP00900,Engineering,12,46.9,57323.08,22264.67,7920.89,0.7,0.0,13001.45,4443.79,74591.77,0,Normal,0,0.071347,0,0.179038,0,0.041544,0,0.09731,net_salary
EMP00797,Management,22,51.4,41557.86,17029.36,9222.84,7.9,5034.69,9389.1,2186.33,64347.2,0,Normal,0,0.056349,0,0.151972,0,0.01368,0,0.074,net_salary
EMP00133,Engineering,13,81.5,54927.15,18638.47,12213.7,2.0,0.0,8317.92,3621.34,74869.94,0,Normal,0,0.04265,0,0.054578,0,0.047682,0,0.048303,net_salary
EMP00081,Operations,1,84.3,31966.98,14733.03,6185.02,27.7,0.0,3568.37,1613.43,56004.65,0,Normal,0,0.200176,0,0.266911,0,0.074647,0,0.180578,net_salary
EMP01353,Sales,20,49.1,46939.95,18168.22,7322.77,4.4,0.0,5647.58,1824.03,66895.6,0,Normal,0,0.034272,0,0.113596,0,0.015903,0,0.05459,net_salary
EMP00106,Engineering,10,97.9,38035.43,17337.33,8926.66,13.9,0.0,11004.13,2313.04,55938.74,0,Normal,0,0.090073,0,0.306481,0,0.0229,0,0.139818,net_salary
EMP01297,Engineering,7,63.6,48039.36,18840.06,6598.04,12.0,0.0,10061.72,2715.87,66104.3,0,Normal,0,0.028123,0,0.097019,0,0.015926,0,0.047023,net_salary
EMP00542,Finance,17,62.5,55381.06,20030.98,9221.82,13.0,2771.05,11974.56,3809.51,78370.41,0,Normal,0,0.047422,0,0.043022,0,0.02693,0,0.039124,net_salary
EMP01563,Finance,19,55.7,300713.74,120285.5,45107.06,8.9,45107.06,60142.75,15035.69,461125.72,1,salary_spike,1,0.795785,0,0.327709,0,0.008774,0,0.377423,net_salary
EMP00481,Finance,17,82.9,50266.41,24843.18,5133.68,4.3,0.0,14540.15,3849.89,63879.59,0,Normal,0,0.096202,0,0.211064,0,0.054222,0,0.120496,net_salary
EMP00166,Operations,25,57.1,20000.0,9193.17,3597.41,18.6,0.0,2009.82,1183.93,33084.33,0,Normal,0,0.233988,0,0.236856,0,0.090998,0,0.18728,net_salary
EMP00249,Management,1,60.7,74191.76,27709.0,10593.16,0.9,0.0,15869.79,5531.86,91718.26,0,Normal,0,0.187793,0,0.250448,0,0.075593,0,0.171278,net_salary
EMP00308,Sales,27,73.8,45552.04,14682.27,4790.47,0.5,3370.26,10872.97,1052.24,56683.36,0,Normal,0,0.107544,0,0.233203,0,0.011459,0,0.117402,net_salary
EMP00447,Management,24,98.9,82208.07,28386.8,19650.7,0.1,7216.06,15864.03,3112.99,118561.68,0,Normal,0,0.23154,0,0.314398,0,0.086363,0,0.210767,net_salary
EMP00931,Engineering,27,59.4,58920.94,19366.95,7091.83,1.4,10671.5,8544.01,4611.93,83668.62,0,Normal,0,0.138694,0,0.1927,0,0.070814,0,0.134069,net_salary
EMP00859,Finance,23,43.8,56989.6,23743.35,6813.0,18.0,0.0,12189.31,2640.08,82333.55,0,Normal,0,0.082288,0,0.224454,0,0.050274,0,0.119005,net_salary
EMP00335,Engineering,24,62.0,73505.32,31040.76,10707.78,6.8,12283.47,10689.87,3623.41,117910.01,0,Normal,0,0.161387,0,0.092675,0,0.068091,0,0.107384,net_salary
EMP01024,Management,19,61.7,104711.27,32336.22,17556.89,4.4,19265.35,18805.25,3186.15,156197.67,0,Normal,0,0.276963,0,0.134484,1,0.130677,0,0.180708,net_salary
EMP00850,Finance,21,84.8,60313.27,27986.17,7920.89,7.6,0.0,10889.6,2880.09,87586.85,0,Normal,0,0.042772,0,0.088185,0,0.029901,0,0.053619,net_salary
EMP00098,Sales,16,77.8,45771.17,19217.5,9716.82,2.5,0.0,7816.85,3051.45,64909.95,0,Normal,0,0.010011,0,0.023997,0,0.012068,0,0.015359,net_salary
EMP00950,Finance,17,54.9,56635.06,18997.14,6144.55,36.3,0.0,11503.11,1483.73,88063.53,0,Normal,0,0.143552,0,0.162125,1,0.161365,0,0.155681,net_salary
EMP01657,Finance,6,95.4,40363.24,16145.3,6054.49,17.9,4036.32,8072.65,2018.16,6328.2,1,net_salary_inconsistency,0,0.186289,0,0.339044,1,0.520422,0,0.348585,net_salary
EMP00738,Operations,26,75.7,47789.18,16006.0,9477.86,7.6,4810.62,12479.06,3175.86,65833.72,0,Normal,0,0.077041,0,0.193514,0,0.016632,0,0.095729,net_salary
EMP01402,Engineering,26,69.6,56028.25,17899.53,6421.2,3.8,5772.72,9673.23,3112.19,75332.29,0,Normal,0,0.062545,0,0.121064,0,0.017226,0,0.066945,net_salary
EMP01223,Sales,5,74.5,45094.09,19586.25,9307.17,5.9,7684.09,10030.28,927.74,73207.85,0,Normal,0,0.092883,0,0.145375,0,0.019303,0,0.085854,net_salary
EMP00422,Operations,14,80.2,44189.1,17357.32,4751.49,13.1,3609.09,7444.16,3492.75,64397.06,0,Normal,0,0.05834,0,0.07581,0,0.02622,0,0.053456,net_salary
EMP00103,Sales,15,51.2,46848.8,21900.57,11410.97,21.7,0.0,10845.44,2486.73,76358.97,0,Normal,0,0.069185,0,0.126336,0,0.042641,0,0.079388,net_salary
EMP00435,Engineering,18,60.5,26644.81,9572.72,5795.92,0.5,0.0,4971.13,1426.12,35741.1,0,Normal,0,0.082299,0,0.115386,0,0.026701,0,0.074795,net_salary
EMP00075,Operations,2,43.9,28570.6,10524.87,4322.09,2.5,0.0,6413.05,1999.11,35675.02,0,Normal,0,0.146073,0,0.35384,0,0.061804,0,0.187239,net_salary
EMP01502,Operations,27,71.4,36823.3,14729.32,5523.49,22.0,3682.33,7364.66,1841.17,-29573.71,1,net_salary_inconsistency,0,0.241282,1,0.469634,1,0.300333,0,0.337083,net_salary
EMP00910,Sales,4,55.9,50335.94,20957.23,7867.42,16.6,6142.77,8114.21,1964.33,83058.35,0,Normal,0,0.083777,0,0.138738,0,0.030894,0,0.084469,net_salary
EMP01432,HR,24,93.3,34798.89,15890.3,3914.48,1.4,0.0,7650.02,1909.87,45500.52,0,Normal,0,0.073926,0,0.26271,0,0.022292,0,0.119643,net_salary
EMP00229,Operations,4,72.1,35256.03,14029.25,3764.38,11.1,0.0,6843.51,864.45,49010.53,0,Normal,0,0.07175,0,0.189824,0,0.025229,0,0.095601,net_salary
EMP01558,Management,17,83.1,391163.27,156465.31,58674.49,23.5,58674.49,78232.65,19558.16,653364.91,1,salary_spike,1,0.914937,1,0.384268,0,0.069344,0,0.456183,net_salary
EMP00919,Operations,23,61.2,33884.43,13908.65,3474.41,1.9,0.0,7905.5,1811.16,42154.4,0,Normal,0,0.064508,0,0.194674,0,0.0241,0,0.094427,net_salary
EMP00303,HR,1,43.1,36536.84,11143.53,4769.16,1.3,0.0,7203.75,1435.0,44256.07,0,Normal,0,0.127052,0,0.345178,0,0.040635,0,0.170955,net_salary
EMP01442,Engineering,6,65.9,62436.54,30661.94,9683.97,15.4,0.0,18215.12,2265.67,91315.94,0,Normal,0,0.134598,0,0.240045,0,0.062877,0,0.14584,net_salary
EMP01407,Operations,10,42.7,27033.48,9379.29,2969.46,2.3,0.0,7731.61,1786.77,30446.76,0,Normal,0,0.167535,0,0.375696,0,0.047054,0,0.196762,net_salary
EMP01495,Finance,19,78.7,42763.82,18178.33,4692.68,0.5,0.0,10903.3,1649.86,53282.13,0,Normal,0,0.033893,0,0.153299,0,0.004993,0,0.064062,net_salary
EMP00825,HR,4,76.5,44671.88,20133.37,7920.89,6.6,0.0,6965.19,3138.37,63493.42,0,Normal,0,0.045351,0,0.124031,0,0.018227,0,0.062536,net_salary
EMP00763,Engineering,9,41.3,42127.08,15130.57,7665.93,3.1,5902.47,7101.72,2620.32,62328.33,0,Normal,0,0.083285,0,0.19333,0,0.029685,0,0.1021,net_salary
EMP00734,HR,27,91.9,37232.73,11377.22,7718.28,17.6,0.0,8609.91,1775.98,52085.74,0,Normal,0,0.091453,0,0.296082,0,0.033444,0,0.140326,net_salary
EMP00389,Operations,24,47.1,41128.64,14572.97,9436.72,0.0,0.0,6815.09,2443.02,55880.22,0,Normal,0,0.05249,0,0.185848,0,0.016966,0,0.085101,net_salary
EMP00236,Operations,25,47.6,36477.44,15108.06,6808.22,7.3,0.0,10031.22,1771.11,49087.81,0,Normal,0,0.062008,0,0.317896,0,0.022071,0,0.133992,net_salary
EMP01388,Engineering,21,54.6,48222.71,19374.86,4953.06,4.4,7122.51,9982.81,1643.08,70036.44,0,Normal,0,0.063356,0,0.126196,0,0.020048,0,0.069867,net_salary
EMP00268,Operations,9,92.7,26174.33,9690.89,2680.36,6.0,0.0,6171.27,1368.27,32478.35,0,Normal,0,0.151027,0,0.283011,0,0.045235,0,0.159758,net_salary
EMP00306,Management,28,70.0,90594.41,28077.28,16742.97,13.2,0.0,22068.91,2324.34,122232.47,0,Normal,0,0.237565,0,0.271352,0,0.07825,0,0.195722,net_salary
EMP01119,Sales,17,82.9,47996.81,16415.94,5829.66,4.1,2755.84,8560.02,3208.87,63074.24,0,Normal,0,0.03068,0,0.071479,0,0.018856,0,0.040339,net_salary
EMP00985,Operations,18,59.2,33214.38,15175.02,4131.09,3.2,0.0,5234.17,2460.23,45822.52,0,Normal,0,0.051217,0,0.092615,0,0.018082,0,0.053971,net_salary
EMP00118,Engineering,25,70.1,59719.81,28920.01,13488.61,0.1,10191.07,10234.65,1426.49,100714.35,0,Normal,0,0.144694,0,0.115379,0,0.076513,0,0.112195,net_salary
EMP01352,Finance,28,95.3,56019.91,27962.17,8682.12,20.4,0.0,13248.47,3765.85,86363.69,0,Normal,0,0.160731,0,0.309816,0,0.0734,0,0.181315,net_salary
EMP00674,HR,10,40.2,40009.87,16626.56,6805.24,8.7,0.0,9667.56,2787.12,54250.29,0,Normal,0,0.075301,0,0.258467,0,0.016649,0,0.116806,net_salary
EMP00250,Operations,14,48.3,32993.34,10472.2,6421.02,10.4,5907.03,9083.76,1945.11,47981.57,0,Normal,0,0.118728,0,0.251213,0,0.016053,0,0.128664,net_salary
EMP01217,Engineering,11,85.3,50682.78,23130.51,7937.04,0.0,6124.62,5592.55,1634.82,80647.58,0,Normal,0,0.072287,0,0.073664,0,0.029304,0,0.058418,net_salary
EMP01201,Operations,20,63.9,26765.03,9400.9,4629.61,20.2,4751.99,4450.46,899.47,45266.23,0,Normal,0,0.159418,0,0.133191,0,0.043565,0,0.112058,net_salary
EMP00072,Engineering,26,67.5,38562.36,16171.91,7147.28,1.0,0.0,5384.11,1538.69,55320.27,0,Normal,0,0.04217,0,0.137567,0,0.014119,0,0.064619,net_salary
EMP00095,Operations,21,95.6,44821.35,15914.16,8150.96,2.5,0.0,7306.38,1359.57,61271.02,0,Normal,0,0.046576,0,0.188742,0,0.01679,0,0.084036,net_salary
EMP01076,Sales,5,62.3,48576.88,22642.88,6565.1,0.6,0.0,6110.36,3150.93,68796.81,0,Normal,0,0.064719,0,0.125228,0,0.015432,0,0.06846,net_salary
EMP00034,Management,10,95.8,85756.07,35617.97,20291.94,15.6,0.0,13933.75,2900.73,137373.33,0,Normal,0,0.263565,0,0.270814,0,0.089902,0,0.208094,net_salary
EMP00800,Management,18,63.4,84018.3,31737.52,18250.4,0.4,0.0,14372.84,1938.82,118009.63,0,Normal,0,0.166349,0,0.109245,0,0.075627,0,0.117074,net_salary
EMP01226,Finance,5,93.4,41656.55,14220.03,9013.63,14.7,5993.42,6202.72,1887.89,68533.81,0,Normal,0,0.110991,0,0.205104,0,0.011635,0,0.109243,net_salary
EMP01405,Finance,16,91.2,40151.19,12101.43,6123.1,5.6,4853.05,11435.34,2171.88,51729.49,0,Normal,0,0.104465,0,0.245755,0,0.009804,0,0.120008,net_salary
EMP00449,Sales,6,65.1,44907.71,15743.37,7919.2,5.2,0.0,12976.85,904.96,56877.72,0,Normal,0,0.079141,0,0.253757,0,0.02205,0,0.118316,net_salary
EMP00446,Management,4,82.6,62840.09,24607.28,12081.66,0.4,10949.32,12679.57,3490.72,94543.71,0,Normal,0,0.145795,0,0.143053,0,0.045094,0,0.111314,net_salary
EMP00772,Operations,13,93.9,38973.59,14213.91,8810.07,7.9,0.0,8758.35,789.48,55336.22,0,Normal,0,0.056339,0,0.197575,0,0.025847,0,0.093254,net_salary
EMP00717,Operations,24,73.4,30502.66,12965.64,7920.89,4.5,0.0,8507.43,1495.83,41583.2,0,Normal,0,0.063487,0,0.24068,0,0.016715,0,0.106961,net_salary
EMP01068,Engineering,6,73.1,47794.92,23156.01,11862.8,1.9,0.0,6334.05,2448.88,74882.15,0,Normal,0,0.041903,0,0.082977,0,0.029367,0,0.051416,net_salary
EMP01582,HR,17,71.8,323191.45,129276.58,48478.72,21.3,48478.72,64638.29,16159.57,533164.9,1,salary_spike,1,0.832556,0,0.323957,0,0.003748,0,0.386754,net_salary
EMP00001,Sales,5,58.2,20000.0,7298.05,3067.87,3.5,2593.99,2154.74,1396.7,30064.72,0,Normal,0,0.214964,0,0.219099,0,0.060226,0,0.164763,net_salary
EMP01376,Operations,25,56.1,32639.28,10513.79,3728.3,1.4,0.0,3609.73,811.16,42888.87,0,Normal,0,0.131942,0,0.206234,0,0.051935,0,0.130037,net_salary
EMP01608,HR,7,77.2,33305.27,13322.11,4995.79,1.6,3330.53,-2738.08,-728.34,58919.7,1,negative_deduction,0,0.342577,0,0.330098,0,0.024336,0,0.232337,net_salary
EMP00078,Engineering,8,68.3,48356.94,24136.22,7470.58,0.3,5173.47,7930.64,1640.18,75702.39,0,Normal,0,0.036989,0,0.045279,0,0.011312,0,0.031193,net_salary
EMP00085,Sales,23,91.5,36156.5,14135.49,5758.21,14.7,0.0,4855.98,2625.38,53551.66,0,Normal,0,0.088914,0,0.209306,0,0.021411,0,0.106543,net_salary
EMP00145,Sales,7,60.3,46828.59,17188.71,5845.38,0.4,0.0,9484.55,1839.48,58714.26,0,Normal,0,0.030876,0,0.114685,0,0.013028,0,0.052863,net_salary
EMP00083,Sales,22,41.0,36764.87,15390.94,8116.38,0.5,0.0,5312.68,2268.32,52863.53,0,Normal,0,0.070252,0,0.216619,0,0.018596,0,0.101822,net_salary
EMP00458,HR,29,97.3,32737.46,11969.99,8178.44,27.0,0.0,3579.5,1855.33,55737.73,0,Normal,0,0.256928,0,0.384205,1,0.178477,0,0.273203,net_salary
EMP01088,Engineering,18,55.2,39036.24,17989.19,7512.27,7.4,0.0,9324.63,1183.51,56737.7,0,Normal,0,0.02102,0,0.139332,0,0.010782,0,0.057044,net_salary
EMP00677,Engineering,27,77.5,41275.29,16243.32,9501.57,8.3,0.0,10814.7,3187.04,56230.17,0,Normal,0,0.073354,0,0.227919,0,0.015367,0,0.105547,net_salary
EMP01615,Sales,15,73.7,53423.4,21369.36,8013.51,307.6,5342.34,10684.68,2671.17,228852.49,1,impossible_overtime,1,0.743393,0,0.274875,0,0.023636,0,0.347301,net_salary
EMP01199,Operations,13,75.3,20790.12,7197.88,2822.27,5.6,0.0,5948.31,920.57,25032.87,0,Normal,0,0.192202,0,0.286528,0,0.087929,0,0.188886,net_salary
EMP00437,Engineering,10,99.1,62429.85,28951.72,13377.69,2.0,0.0,13091.33,3856.65,88981.84,0,Normal,0,0.117224,0,0.207232,0,0.04254,0,0.122332,net_salary
EMP00771,Engineering,17,78.3,40245.4,17939.62,7572.97,16.1,0.0,8964.36,3069.48,59798.69,0,Normal,0,0.029943,0,0.075918,0,0.028704,0,0.044855,net_salary
EMP00870,Management,23,56.0,71150.55,25838.65,14400.92,5.1,0.0,17198.21,5403.87,92189.93,0,Normal,0,0.130336,0,0.178135,0,0.098727,0,0.135733,net_salary
EMP00645,Engineering,29,44.6,33362.32,10240.05,4003.23,2.3,6102.34,3616.77,1799.31,49011.24,0,Normal,0,0.22304,0,0.329615,0,0.06375,0,0.205468,net_salary
EMP00863,HR,6,93.8,47524.61,18688.4,5941.87,23.6,0.0,5960.12,1262.53,75447.05,0,Normal,0,0.118521,0,0.221546,0,0.029438,0,0.123168,net_salary
EMP01028,Operations,13,86.1,32866.78,10159.68,4234.8,6.2,0.0,6568.17,2410.43,40193.04,0,Normal,0,0.0572,0,0.14743,0,0.021205,0,0.075278,net_salary
EMP00977,Finance,17,81.1,51120.42,23724.86,5829.46,9.5,3645.36,14178.09,1968.41,72726.51,0,Normal,0,0.07512,0,0.166674,0,0.016168,0,0.085987,net_salary
EMP01643,HR,6,42.2,31798.46,12719.38,4769.77,19.1,3179.85,-3069.92,-375.98,61607.27,1,negative_deduction,1,0.420947,1,0.430118,0,0.080167,0,0.310411,net_salary
EMP01330,HR,3,88.5,24562.29,11691.23,3030.44,9.1,4210.49,4665.26,617.49,40307.17,0,Normal,0,0.18533,0,0.29486,0,0.048726,0,0.176305,net_salary
EMP01455,Engineering,28,93.2,62185.53,22190.09,11984.11,3.5,7717.62,11587.69,1898.57,92631.55,0,Normal,0,0.157908,0,0.253804,0,0.077233,0,0.162982,net_salary
EMP00405,Sales,24,41.6,48631.6,19906.82,6268.68,1.0,8019.54,6321.08,3066.82,73894.66,0,Normal,0,0.104684,0,0.227966,0,0.036218,0,0.122956,net_salary
EMP01454,Finance,10,61.3,49928.27,16967.82,5212.26,6.7,0.0,14679.48,1361.96,59203.03,0,Normal,0,0.08387,0,0.239761,0,0.027381,0,0.117004,net_salary
EMP01094,HR,29,60.5,37915.38,15534.6,8403.57,2.4,0.0,10721.06,1396.18,50589.41,0,Normal,0,0.094158,0,0.331143,0,0.024922,0,0.150074,net_salary
EMP01329,Finance,8,66.5,50279.27,19515.04,10246.37,22.0,0.0,8157.23,2910.59,79342.96,0,Normal,0,0.05249,0,0.059901,0,0.023418,0,0.04527,net_salary
EMP00105,Management,29,83.8,83048.49,25232.54,14223.3,8.6,0.0,14794.55,5176.43,109229.13,0,Normal,0,0.180788,0,0.248576,0,0.12178,0,0.183715,net_salary
EMP00610,Finance,12,79.2,56066.34,26959.42,9047.84,4.6,0.0,7654.88,3505.11,83331.47,0,Normal,0,0.036867,0,0.041324,0,0.037742,0,0.038644,net_salary
EMP01037,Sales,14,87.1,45832.98,16003.48,5472.78,6.8,0.0,10827.33,1921.52,57482.24,0,Normal,0,0.025579,0,0.13914,0,0.015126,0,0.059948,net_salary
EMP01056,Sales,3,67.4,44392.9,21812.19,10870.73,9.4,5204.36,6489.71,1474.19,78228.4,0,Normal,0,0.082474,0,0.12474,0,0.026746,0,0.077987,net_salary
EMP00689,Operations,9,90.6,42755.66,19492.45,9630.54,5.4,0.0,9465.44,963.55,63614.17,0,Normal,0,0.034397,0,0.174346,0,0.019991,0,0.076244,net_salary
EMP01160,Engineering,3,53.8,41798.15,16131.36,5826.84,7.6,0.0,4685.13,2996.17,59053.17,0,Normal,0,0.089121,0,0.211211,0,0.022811,0,0.107714,net_salary
EMP00827,Sales,26,99.4,48525.86,19409.95,9827.19,5.6,2561.47,12346.46,1182.14,69343.48,0,Normal,0,0.120183,0,0.335472,0,0.041299,0,0.165651,net_salary
EMP01277,Engineering,14,40.3,53422.33,25199.38,6210.88,4.6,0.0,12502.81,3136.2,71497.42,0,Normal,0,0.082512,0,0.229404,0,0.034132,0,0.115349,net_salary
EMP01150,Operations,19,69.5,42101.24,16060.49,8968.46,13.7,5225.56,9466.8,2230.53,66065.8,0,Normal,0,0.039836,0,0.061544,0,0.009386,0,0.036922,net_salary
EMP00063,Operations,12,76.6,40070.22,18948.67,8478.29,2.5,0.0,8631.74,1444.16,58360.43,0,Normal,0,0.011497,0,0.06539,0,0.010167,0,0.029018,net_salary
EMP00282,Sales,19,72.7,52561.26,20288.49,12345.98,18.1,0.0,8901.36,1694.81,83518.55,0,Normal,0,0.052497,0,0.041497,0,0.046135,0,0.04671,net_salary
EMP00853,Engineering,25,54.6,45770.29,20041.08,5215.64,22.2,0.0,6890.65,3221.21,70441.09,0,Normal,0,0.084281,0,0.185479,0,0.062857,0,0.110872,net_salary
EMP00779,Operations,15,44.2,43686.29,21130.16,8276.45,21.7,0.0,6723.86,1168.01,74088.46,0,Normal,0,0.092253,0,0.152091,0,0.056178,0,0.100174,net_salary
EMP01134,Engineering,5,55.5,45300.81,17387.35,5545.15,8.8,0.0,7401.66,2832.99,61735.98,0,Normal,0,0.043384,0,0.15127,0,0.011916,0,0.068857,net_salary
EMP00239,Finance,12,60.3,63204.55,21726.06,9311.93,5.9,0.0,15600.46,4376.32,77761.76,0,Normal,0,0.059486,0,0.104118,0,0.024349,0,0.062651,net_salary
EMP00224,Sales,21,84.2,36548.57,12400.34,4308.4,12.5,0.0,8381.85,2302.93,46855.57,0,Normal,0,0.042223,0,0.176735,0,0.015367,0,0.078108,net_salary
EMP00146,Engineering,8,53.5,44218.38,13858.19,9108.57,12.2,0.0,10397.92,3509.79,58334.91,0,Normal,0,0.049117,0,0.163622,0,0.015927,0,0.076222,net_salary
EMP01566,Engineering,28,81.8,62065.98,24826.39,9309.9,380.1,6206.6,12413.2,3103.3,308060.61,1,impossible_overtime,1,0.828393,1,0.457889,0,0.011824,0,0.432702,net_salary
EMP00374,Finance,24,48.4,48376.37,20104.17,7509.83,22.3,7047.15,7541.32,3138.92,82470.97,0,Normal,0,0.108298,0,0.177538,0,0.043457,0,0.109764,net_salary
EMP01423,Engineering,8,60.5,54362.55,21668.45,13318.21,0.2,0.0,6321.17,3506.2,79623.77,0,Normal,0,0.060737,0,0.099985,0,0.031378,0,0.064034,net_salary
EMP01192,Finance,5,81.3,56787.07,24748.56,9855.22,5.7,10150.33,10642.78,3721.78,90211.18,0,Normal,0,0.093322,0,0.11426,0,0.028411,0,0.078664,net_salary
